"rank_order","rank","name","scores_overall","scores_overall_rank","scores_teaching","scores_teaching_rank","scores_research","scores_research_rank","scores_citations","scores_citations_rank","scores_industry_income","scores_industry_income_rank","scores_international_outlook","scores_international_outlook_rank","record_type","member_level","url","nid","location","stats_number_students","stats_student_staff_ratio","stats_pc_intl_students","stats_female_male_ratio","aliases","subjects_offered","closed","unaccredited","disabled","apply_link","cta_button.link","cta_button.text","location_standardized"
290,29,"University of Edinburgh",82.5,290,72.2,37,77.1,33,95.7,42,72.2,439,96.6,28,"master_account",0,"/world-university-rankings/university-edinburgh",500,"United Kingdom",37035,12.2,"49%","62 : 38","University of Edinburgh","History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Archaeology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Law,Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Accounting & Finance,Education,Other Health,Veterinary Science,Sport Science,Geography",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-61465682","Admissions Support","united kingdom"
300,30,"Nanyang Technological University, Singapore",81.8,300,65.8,51,79.3,30,94.5,54,99.9,39,94.1,65,"master_account",6,"/world-university-rankings/nanyang-technological-university-singapore",634,"Singapore",26044,17.1,"29%","48 : 52","Nanyang Technological University, Singapore NTU Nan yang","Psychology,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,General Engineering,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Accounting & Finance,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Chemistry,Sociology,Civil Engineering,Art, Performing Arts & Design,Economics & Econometrics,Business & Management,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Education",FALSE,FALSE,FALSE,NA,NA,NA,"singapore"
310,31,"Northwestern University",81.4,310,71.8,40,75.8,41,97.8,14,92.3,165,69.4,446,"private",0,"/world-university-rankings/northwestern-university",490,"United States",19922,8,"20%","53 : 47","Northwestern University","Education,Computer Science,Biological Sciences,Psychology,Archaeology,Physics & Astronomy,History, Philosophy & Theology,Art, Performing Arts & Design,Business & Management,Economics & Econometrics,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Medicine & Dentistry,Accounting & Finance,Chemistry,Chemical Engineering,Mathematics & Statistics,Geography,Sociology,Civil Engineering,Other Health,Electrical & Electronic Engineering,Sport Science,Law,Politics & International Studies (incl Development Studies),General Engineering,Architecture,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44947751","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44947751","Admissions Support","united states of america"
320,32,"École Polytechnique Fédérale de Lausanne",80.4,320,73.6,33,72.4,50,88.5,150,100,6,95.3,43,"master_account",0,"/world-university-rankings/ecole-polytechnique-federale-de-lausanne",510,"Switzerland",12432,12.5,"64%","30 : 70","École Polytechnique Fédérale de Lausanne","Sport Science,Biological Sciences,Chemistry,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Architecture,Mathematics & Statistics,General Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Business & Management",FALSE,FALSE,FALSE,NA,NA,NA,"switzerland"
330,33,"New York University",80.3,330,72,38,76.8,34,94.3,55,71.7,448,75.3,352,"private",0,"/world-university-rankings/new-york-university",508,"United States",49423,7.4,"45%","59 : 41","New York University","Psychology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Education,Law,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Architecture,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Economics & Econometrics,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemistry,General Engineering,Business & Management,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics,Accounting & Finance,Sociology,Physics & Astronomy,Mechanical & Aerospace Engineering",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53177321","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-53177321","Admissions Support","united states of america"
340,34,"University of California, San Diego",79.9,340,64.9,56,75.8,42,97.4,20,100,31,73.9,370,"public",0,"/world-university-rankings/university-california-san-diego",497,"United States",39993,11,"21%","49 : 51","University of California, San Diego","Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Education,Communication & Media Studies,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Chemistry,Other Health,Biological Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Civil Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-62118223","Admissions Support","united states of america"
350,35,"University of Hong Kong",79.6,350,65,55,70.5,53,96.1,36,96.3,121,97.4,20,"master_account",0,"/world-university-rankings/university-hong-kong",498,"Hong Kong",18010,18.4,"45%","55 : 45","University of Hong Kong","Physics & Astronomy,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Biological Sciences,Accounting & Finance,Civil Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Sociology,Geography,Agriculture & Forestry,Medicine & Dentistry,Architecture",FALSE,FALSE,FALSE,NA,NA,NA,"hong kong"
360,36,"Fudan University",78.8,360,78.2,25,76.2,39,85.4,207,99.4,75,53.8,761,"master_account",0,"/world-university-rankings/fudan-university",700,"China",38462,12.3,"9%","52 : 48","Fudan University","Mechanical & Aerospace Engineering,Medicine & Dentistry,Chemistry,Archaeology,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Biological Sciences,Education,Physics & Astronomy,Business & Management,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Mathematics & Statistics,Psychology,Other Health,Chemical Engineering,Law,Accounting & Finance",FALSE,FALSE,FALSE,NA,NA,NA,"china"
370,36,"King’s College London",78.8,370,60.1,71,74.3,47,97.2,23,76.2,372,97.2,22,"master_account",0,"/world-university-rankings/kings-college-london",520,"United Kingdom",35360,14,"53%","64 : 36","King’s College London","Sport Science,History, Philosophy & Theology,Education,Sociology,Business & Management,Biological Sciences,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Law,Medicine & Dentistry,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies,Geography,Physics & Astronomy,Languages, Literature & Linguistics,Computer Science,Psychology,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Mathematics & Statistics,Electrical & Electronic Engineering",FALSE,FALSE,FALSE,NA,"https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-27192485","Admissions Support","united kingdom"
380,38,"LMU Munich",78.7,380,65.2,54,76.5,37,91.7,92,100,13,76.4,326,"master_account",6,"/world-university-rankings/lmu-munich",509,"Germany",34235,33,"18%","61 : 39","LMU Munich Ludwig-Maximilians-Universität München","Biological Sciences,Art, Performing Arts & Design,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Other Health,Law,Sociology,Education,Business & Management,Medicine & Dentistry,Mathematics & Statistics,Veterinary Science,History, Philosophy & Theology,Geography,Physics & Astronomy,Economics & Econometrics,Archaeology,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,NA,NA,NA,"germany"
390,39,"University of Melbourne",78.4,390,64.2,58,75.3,44,89.1,132,99.3,79,92.3,95,"master_account",0,"/world-university-rankings/university-melbourne",501,"Australia",50303,23.6,"48%","58 : 42","University of Melbourne UniMelb Australia","Communication & Media Studies,Medicine & Dentistry,Computer Science,Economics & Econometrics,Civil Engineering,Physics & Astronomy,History, Philosophy & Theology,Architecture,Chemical Engineering,Accounting & Finance,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Agriculture & Forestry,Archaeology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Veterinary Science,Geography,Languages, Literature & Linguistics,Law,Education,Sport Science,Electrical & Electronic Engineering,Chemistry,Psychology,General Engineering,Business & Management",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-84190491",NA,NA,"australia"
400,40,"Georgia Institute of Technology",78.3,400,60,72,77.7,32,92.9,72,99.2,81,83.4,220,"public",0,"/world-university-rankings/georgia-institute-technology",488,"United States",34116,31.4,"31%","34 : 66","Georgia Institute of Technology","Chemistry,General Engineering,Biological Sciences,Mathematics & Statistics,Sociology,Other Health,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Geography,Mechanical & Aerospace Engineering,Economics & Econometrics,Computer Science,Psychology,Business & Management,Architecture,Civil Engineering,Chemical Engineering,Communication & Media Studies,Physics & Astronomy,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137","https://www.timeshighereducation.com/student/register-your-free-personalised-academic-evaluation-expert-academic-advisor?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-55860137","Admissions Support","united states of america"
410,41,"University of British Columbia",77.8,410,62.3,64,76.7,35,89.7,120,79.8,325,94.3,62,"master_account",0,"/world-university-rankings/university-british-columbia",486,"Canada",59931,19.3,"34%","56 : 44","University of British Columbia","Accounting & Finance,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Other Health,Medicine & Dentistry,Sociology,Computer Science,Art, Performing Arts & Design,Education,Mathematics & Statistics,Economics & Econometrics,Law,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Sport Science,Politics & International Studies (incl Development Studies),Architecture,General Engineering,Business & Management,Psychology,Physics & Astronomy,Geography,Agriculture & Forestry,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry",FALSE,FALSE,FALSE,"https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-91511981",NA,NA,"canada"
